取引所,日付(JST),取引項目,通貨ペア(+),通貨ペア(-),取引量(+)原価ベース,取引額(+)BTCベース,取引額(+)JPY時価,取引額(+)JPY原価,取引量(-)原価ベース,取引額(-)BTCベース,取引額(-)JPY時価,取引額(-)JPY原価,当日BTC時価,取引手数料,手数料通貨,取引手数料(JPY)
zaif,2017/10/02,買い,ZAIF,JPY,93017.1,"","","",69762.825,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,174132.1969,"","","",434786.9,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,157.8,"","","",118.35,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,50000,"","","",37500,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,58160.7,"","","",43620.525,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,185345.2,"","","",231681.5,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,231710.5,"","","",185368.4,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,72167.5846,"","","",80275.4,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,8990,"","","",10000,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,152.7401,"","","",169.9,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,47273.4,"","","",40655.124,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,47829.6,"","","",40655.16,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,122457.3445,"","","",145810.5,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,75977.9103,"","","",90557.7,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,246199.5,"","","",198190.5975,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,200781.8844,"","","",244260.2,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,1594.1046,"","","",1939.3,"","","","","","",""
zaif,2017/10/02,買い,ETH,JPY,0.01,"","","",349.75001,"","","","","","",""
zaif,2017/10/02,買い,ZAIF,JPY,2905.1,"","","",2225.3066,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,513.744,"","","",667.2,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,1723.183,"","","",2237.9,"","","","","","",""
zaif,2017/10/02,売り,JPY,ETH,346.8960495,"","","",0.0099,"","","","","","",""
zaif,2017/10/02,買い,MONA,JPY,45,"","","",2569.5,"","","","","","",""
zaif,2017/10/02,売り,JPY,ZAIF,212494.8,"","","",252970,"","","","","","",""
zaif,2017/10/02,買い,ETH,JPY,2,"","","",69220,"","","","","","",""
zaif,2017/10/02,買い,ETH,JPY,0.01,"","","",349.75001,"","","","","","",""
zaif,2017/10/03,売り,BTC,CICC,0.00005511,"","","",5,"","","","","","",""
zaif,2017/10/03,売り,BTC,MONA,0.00010957,"","","",1,"","","","","","",""
zaif,2017/10/03,売り,BTC,MONA,0.00482108,"","","",44,"","","","","","",""
zaif,2017/10/03,売り,BTC,XEM,0.00005287,"","","",1,"","","","","","",""
zaif,2017/10/03,売り,BTC,ZAIF,0.00002563,"","","",16,"","","","","","",""
zaif,2017/10/03,買い,ZAIF,JPY,16.8,"","","",13.60968,"","","","","","",""
zaif,2017/10/12,買い,MONA,JPY,40,"","","",10000,"","","","","","",""
zaif,2017/10/12,買い,XEM,JPY,400,"","","",9540.08,"","","","","","",""
zaif,2017/10/12,売り,JPY,MONA,10040,"","","",40,"","","","","","",""
zaif,2017/10/12,売り,JPY,ZAIF,0.396396,"","","",0.8,"","","","","","",""
zaif,2017/10/12,買い,XEM,JPY,400,"","","",9280,"","","","","","",""
bitFlyer,2017/10/12,買い,ETC,JPY,0.07,"","","",96,"","","","","","",""
zaif,2017/10/13,売り,JPY,PEPECASH,46.3296625,"","","",7.8517,"","","","","","",""
zaif,2017/10/13,買い,MONA,JPY,3,"","","",1236,"","","","","","",""
zaif,2017/10/13,買い,ZAIF,BTC,72,"","","",0.00006552,"","","","","","",""
zaif,2017/10/13,買い,PEPECASH,JPY,7.8525,"","","",47.11578525,"","","","","","",""
zaif,2017/10/13,買い,ZAIF,JPY,81.9,"","","",46.10151,"","","","","","",""
zaif,2017/10/13,売り,JPY,XEM,11.586575,"","","",0.5,"","","","","","",""
zaif,2017/10/13,買い,BTC,JPY,0.05,"","","",29950,"","","","","","",""
bittrex,2017/10/15,買い,ZEC,BTC,1.17,"","","",0.0483562,"","","","","","",""
zaif,2017/10/16,買い,BTC,JPY,0.0594,"","","",41000,"","","","","","",""
zaif,2017/10/16,買い,ETH,BTC,0.9611,"","","",0.05939598,"","","","","","",""
zaif,2017/10/17,売り,BTC,ETH,0.02905,"","","",0.5,"","","","","","",""
zaif,2017/10/18,買い,ETH,JPY,1.0078,"","","",34164.42,"","","","","","",""
zaif,2017/10/18,買い,ZAIF,JPY,5.9,"","","",3.18364,"","","","","","",""
zaif,2017/10/18,買い,ETH,BTC,0.116,"","","",0.0065308,"","","","","","",""
zaif,2017/10/18,買い,ETH,BTC,0.1,"","","",0.00563,"","","","","","",""
zaif,2017/10/18,買い,ETH,BTC,0.1,"","","",0.00563,"","","","","","",""
zaif,2017/10/18,買い,ETH,BTC,0.1,"","","",0.00563,"","","","","","",""
zaif,2017/10/18,買い,ETH,BTC,0.1,"","","",0.00563,"","","","","","",""
zaif,2017/10/18,買い,ETH,JPY,0.1,"","","",3362,"","","","","","",""
zaif,2017/10/18,買い,ZAIF,BTC,3,"","","",0.00000261,"","","","","","",""
zaif,2017/10/18,買い,ETH,JPY,0.2,"","","",6730,"","","","","","",""
zaif,2017/10/18,買い,ETH,JPY,0.049,"","","",1665.265049,"","","","","","",""
zaif,2017/10/19,売り,JPY,ZAIF,84.1702862,"","","",162.8,"","","","","","",""
zaif,2017/10/19,買い,PEPECASH,JPY,0.01,"","","",0.02599,"","","","","","",""
zaif,2017/10/19,買い,PEPECASH,JPY,0.6,"","","",1.5594,"","","","","","",""
zaif,2017/10/19,買い,XEM,JPY,0.1,"","","",2.5811,"","","","","","",""
zaif,2017/10/19,買い,MONA,JPY,27,"","","",7560,"","","","","","",""
zaif,2017/10/19,売り,JPY,MONA,313.1,"","","",1,"","","","","","",""
zaif,2017/10/19,売り,JPY,MONA,313.1,"","","",1,"","","","","","",""
zaif,2017/10/19,売り,JPY,MONA,313.1,"","","",1,"","","","","","",""
zaif,2017/10/19,売り,JPY,MONA,8453.7,"","","",27,"","","","","","",""
zaif,2017/10/19,買い,XEM,JPY,372,"","","",9634.6884,"","","","","","",""
zaif,2017/10/19,買い,XEM,JPY,500,"","","",12940.5,"","","","","","",""
zaif,2017/10/19,買い,XEM,JPY,4,"","","",103.564,"","","","","","",""
zaif,2017/10/19,買い,XEM,JPY,128,"","","",3313.8944,"","","","","","",""
zaif,2017/10/19,売り,JPY,CICC,0.47555508,"","","",0.037,"","","","","","",""
zaif,2017/10/20,買い,ZAIF,JPY,2.5,"","","",1.5,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,3.168,"","","",6,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,2.7984,"","","",5.3,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,9662.752499,"","","",18351.9,"","","","","","",""
zaif,2017/10/21,売り,JPY,PEPECASH,1.70795177,"","","",0.6099,"","","","","","",""
zaif,2017/10/21,買い,ZAIF,JPY,19183.5,"","","",10013.787,"","","","","","",""
zaif,2017/10/21,買い,ZAIF,JPY,19047.6,"","","",9999.99,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,2.64264,"","","",5,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,4.3296,"","","",8.2,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,4.0128,"","","",7.6,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,6.864,"","","",13,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,6.0192,"","","",11.4,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,7.1808,"","","",13.6,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,6.9696,"","","",13.2,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,319.44,"","","",605,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,1.1616,"","","",2.2,"","","","","","",""
zaif,2017/10/21,売り,JPY,ZAIF,4.0656,"","","",7.7,"","","","","","",""
zaif,2017/10/24,売り,JPY,XEM,11750,"","","",500,"","","","","","",""
zaif,2017/10/24,売り,JPY,ZAIF,9735.760535,"","","",19183.5,"","","","","","",""
zaif,2017/10/25,買い,BCH,JPY,0.2,"","","",7460,"","","","","","",""
zaif,2017/10/25,買い,ETH,JPY,0.02,"","","",667.90002,"","","","","","",""
zaif,2017/10/25,買い,ETH,JPY,0.1,"","","",3339.5001,"","","","","","",""
zaif,2017/10/25,買い,ETH,JPY,0.1,"","","",3300,"","","","","","",""
zaif,2017/10/25,買い,ETH,JPY,0.1,"","","",3330,"","","","","","",""
zaif,2017/10/25,買い,ETH,JPY,0.1,"","","",3360,"","","","","","",""
zaif,2017/10/29,買い,BCH,JPY,0.0937,"","","",5387.75,"","","","","","",""
zaif,2017/10/29,買い,BCH,JPY,0.1063,"","","",6112.25,"","","","","","",""
zaif,2017/10/29,売り,JPY,BCH,11500,"","","",0.2,"","","","","","",""
zaif,2017/11/02,買い,ETH,JPY,0.0111,"","","",358.2525,"","","","","","",""
zaif,2017/11/02,買い,ETH,JPY,0.2,"","","",6540,"","","","","","",""
zaif,2017/11/02,買い,XEM,JPY,500,"","","",9750,"","","","","","",""
bittrex,2017/11/02,売り,BTC,ETH,0.02898147,"","","",0.699,"","","","","","",""
bittrex,2017/11/02,買い,LSK,BTC,10,"","","",0.0061099,"","","","","","",""
bittrex,2017/11/02,買い,ADA,BTC,1000,"","","",0.00339,"","","","","","",""
bittrex,2017/11/02,買い,ARDR,BTC,500,"","","",0.013135,"","","","","","",""
bittrex,2017/11/02,買い,ETC,BTC,4,"","","",0.00564879,"","","","","","",""
bittrex,2017/11/02,売り,BTC,ETH,0.00371137,"","","",0.09136306,"","","","","","",""
bittrex,2017/11/02,売り,BTC,ETH,0.04051,"","","",1,"","","","","","",""
bittrex,2017/11/02,買い,LSK,BTC,10,"","","",0.0057486,"","","","","","",""
zaif,2017/11/03,売り,JPY,XEM,17936.46855,"","","",918.9,"","","","","","",""
bittrex,2017/11/03,買い,BCC,BTC,0.43867154,"","","",0.03932688,"","","","","","",""
zaif,2017/11/03,買い,BCH,BTC,0.1464,"","","",0.0137616,"","","","","","",""
zaif,2017/11/03,売り,JPY,XEM,1.9520501,"","","",0.1,"","","","","","",""
zaif,2017/11/03,買い,BCH,JPY,0.0641,"","","",4826.4095,"","","","","","",""
zaif,2017/11/03,売り,BTC,XEM,0.020015,"","","",860,"","","","","","",""
zaif,2017/11/03,買い,BCH,BTC,0.0731,"","","",0.0068714,"","","","","","",""
zaif,2017/11/03,買い,BCH,JPY,0.2245,"","","",16903.72817,"","","","","","",""
zaif,2017/11/03,売り,JPY,XEM,470.41995,"","","",24.1,"","","","","","",""
bittrex,2017/11/10,売り,ETH,BCC,1.00894454,"","","",0.43867154,"","","","","","",""
bittrex,2017/11/10,売り,BTC,LSK,0.01714,"","","",20,"","","","","","",""
bittrex,2017/11/10,売り,BTC,ZEC,0.04161687,"","","",1.16,"","","","","","",""
bittrex,2017/11/10,買い,BCC,BTC,0.48772934,"","","",0.06950143,"","","","","","",""
bittrex,2017/11/10,売り,BTC,ARDR,0.00232557,"","","",73.36194873,"","","","","","",""
bittrex,2017/11/10,売り,ETH,ZEC,0.00826757,"","","",0.01,"","","","","","",""
bittrex,2017/11/10,売り,BTC,ETC,0.00876752,"","","",4,"","","","","","",""
zaif,2017/11/11,買い,ZAIF,BTC,2,"","","",0.0000012,"","","","","","",""
bittrex,2017/11/11,買い,BCC,BTC,0.02234906,"","","",0.00419902,"","","","","","",""
bittrex,2017/11/11,売り,BTC,ADA,0.00422,"","","",1000,"","","","","","",""
bittrex,2017/11/11,買い,BCC,BTC,0.07070551,"","","",0.01399898,"","","","","","",""
bittrex,2017/11/11,売り,BTC,ARDR,0.01406879,"","","",426.6380513,"","","","","","",""
zaif,2017/11/11,売り,JPY,ZAIF,0.86086,"","","",2,"","","","","","",""
coinexchange,2017/11/14,買い,ALIS,ETH,52.8296639,"","","",0.09893966,"","","","","","",""
coinexchange,2017/11/14,買い,ALIS,ETH,148.2398548,"","","",0.27762434,"","","","","","",""
coinexchange,2017/11/14,買い,ALIS,ETH,277.0554476,"","","",0.51609611,"","","","","","",""
coinexchange,2017/11/14,買い,ALIS,ETH,1.99689488,"","","",0.00371979,"","","","","","",""
coinexchange,2017/11/14,買い,ALIS,ETH,65.45661493,"","","",0.12193192,"","","","","","",""
bittrex,2017/11/14,売り,ETH,BCC,1.0125,"","","",0.25,"","","","","","",""
bittrex,2017/11/16,売り,BTC,WAVES,0.04603211,"","","",73.9834946,"","","","","","",""
coinexchange,2017/11/16,売り,ETH,ALIS,0.7596897,"","","",330.7960641,"","","","","","",""
bittrex,2017/11/16,売り,BTC,ETH,0.05485623,"","","",1.24250815,"","","","","","",""
bittrex,2017/11/16,買い,WAVES,BTC,73.9834946,"","","",0.05167303,"","","","","","",""
bittrex,2017/11/16,売り,BTC,BCC,0.05193307,"","","",0.33078391,"","","","","","",""
coinexchange,2017/11/16,売り,ETH,ALIS,0.49325855,"","","",214.782412,"","","","","","",""
bittrex,2017/11/16,買い,LSK,BTC,43.66668768,"","","",0.05458335,"","","","","","",""
bittrex,2017/11/16,売り,BTC,LSK,0.05458335,"","","",43.66668768,"","","","","","",""
bittrex,2017/11/16,売り,BTC,BCC,0.09342457,"","","",0.705768,"","","","","","",""
bittrex,2017/11/17,買い,BCC,BTC,1.35214798,"","","",0.19307144,"","","","","","",""
coinexchange,2017/11/19,売り,BTC,ETH,0.06226215,"","","",1.34089577,"","","","","","",""
coinexchange,2017/11/19,売り,BTC,ETH,0.09700656,"","","",2.08916183,"","","","","","",""
coinexchange,2017/11/19,売り,BTC,ETH,0.00044646,"","","",0.00961509,"","","","","","",""
coinexchange,2017/11/19,売り,BTC,ETH,0.05690908,"","","",1.2256106,"","","","","","",""
coinexchange,2017/11/19,売り,BTC,ETH,0.00015304,"","","",0.00329591,"","","","","","",""
coinexchange,2017/11/19,売り,BTC,ETH,0.0003872,"","","",0.00833879,"","","","","","",""
coinexchange,2017/11/19,売り,BTC,ETH,0.00497494,"","","",0.10714171,"","","","","","",""
bittrex,2017/11/19,買い,BCC,BTC,1.44175045,"","","",0.2205878,"","","","","","",""
zaif,2017/11/19,買い,ETH,JPY,1.2306,"","","",48362.58123,"","","","","","",""
zaif,2017/11/19,買い,ETH,JPY,2.4371,"","","",95778.03244,"","","","","","",""
zaif,2017/11/19,買い,ETH,JPY,1,"","","",39300.001,"","","","","","",""
zaif,2017/11/19,買い,ETH,JPY,0.0001,"","","",3.9200001,"","","","","","",""
zaif,2017/11/19,買い,ETH,JPY,0.1315,"","","",5154.800132,"","","","","","",""
zaif,2017/11/19,売り,JPY,BCH,74972.91551,"","","",0.5339,"","","","","","",""
zaif,2017/11/19,売り,JPY,BCH,42129.009,"","","",0.3,"","","","","","",""
zaif,2017/11/19,売り,JPY,BCH,7021.5015,"","","",0.05,"","","","","","",""
zaif,2017/11/19,売り,JPY,BCH,65608.91002,"","","",0.4672,"","","","","","",""
zaif,2017/11/21,買い,BCH,JPY,1.4266,"","","",189744.933,"","","","","","",""
zaif,2017/11/21,売り,JPY,BCH,190887.4194,"","","",1.4407,"","","","","","",""
zaif,2017/11/22,買い,BCH,JPY,0.3715,"","","",52010,"","","","","","",""
zaif,2017/11/22,買い,BCH,JPY,0.0485,"","","",6790,"","","","","","",""
zaif,2017/11/22,売り,JPY,BCH,58800,"","","",0.42,"","","","","","",""
zaif,2017/11/23,買い,BTC,JPY,0.0537,"","","",48461.565,"","","","","","",""
bittrex,2017/11/23,買い,LSK,BTC,75.93351414,"","","",0.07601096,"","","","","","",""
zaif,2017/11/23,買い,BTC,JPY,0.023,"","","",20757.04,"","","","","","",""
zaif,2017/11/23,売り,JPY,BCH,17417.5965,"","","",0.1,"","","","","","",""
zaif,2017/11/23,売り,JPY,BCH,52266.33,"","","",0.3,"","","","","","",""
bittrex,2017/11/24,買い,ZEC,BTC,1.04700853,"","","",0.0385299,"","","","","","",""
bittrex,2017/11/24,売り,BTC,LSK,0.03450336,"","","",35.93351414,"","","","","","",""
bittrex,2017/11/24,買い,ZEC,BTC,0.93291675,"","","",0.03433133,"","","","","","",""
bittrex,2017/11/24,売り,USDT,BTG,0.19479515,"","","",0.00052294,"","","","","","",""
zaif,2017/11/24,売り,JPY,ETH,56730.8742,"","","",1.2188,"","","","","","",""
zaif,2017/11/24,買い,BCH,JPY,0.2279,"","","",41931.32168,"","","","","","",""
zaif,2017/11/24,買い,BCH,JPY,0.0798,"","","",14682.40224,"","","","","","",""
zaif,2017/11/24,売り,JPY,ZAIF,59.93988,"","","",120,"","","","","","",""
zaif,2017/11/24,買い,BCH,JPY,0.0003,"","","",55.0800009,"","","","","","",""
zaif,2017/11/24,買い,ZAIF,JPY,120,"","","",53.64,"","","","","","",""
zaif,2017/11/24,買い,ETH,JPY,1.2201,"","","",55850.07872,"","","","","","",""
zaif,2017/11/24,売り,JPY,BCH,31235.82118,"","","",0.1668,"","","","","","",""
zaif,2017/11/24,売り,JPY,BCH,22269.39987,"","","",0.1189,"","","","","","",""
zaif,2017/11/24,売り,JPY,BCH,711.77895,"","","",0.0038,"","","","","","",""
zaif,2017/11/24,売り,JPY,BCH,1967.2842,"","","",0.0105,"","","","","","",""
bittrex,2017/11/24,売り,BTC,LSK,0.03872279,"","","",40,"","","","","","",""
bittrex,2017/11/28,買い,ETC,ETH,1.4,"","","",0.08656481,"","","","","","",""
bittrex,2017/11/28,買い,ETC,ETH,54.90799932,"","","",3.63491668,"","","","","","",""
bittrex,2017/11/28,売り,ETH,ETC,2.6308495,"","","",38.91994173,"","","","","","",""
bittrex,2017/11/28,買い,ETC,ETH,16.54790332,"","","",0.99701365,"","","","","","",""
bittrex,2017/11/28,買い,ETC,ETH,20.97203841,"","","",1.29673951,"","","","","","",""
bittrex,2017/11/28,売り,ETH,BCC,3.41455951,"","","",1.03277443,"","","","","","",""
bittrex,2017/11/29,買い,ZEC,USDT,0.99831775,"","","",358.3960723,"","","","","","",""
bittrex,2017/11/29,買い,BTG,USDT,0.00000685,"","","",0.00223907,"","","","","","",""
bittrex,2017/11/29,売り,USDT,ETC,366.6,"","","",12,"","","","","","",""
bittrex,2017/11/29,買い,ZEC,USDT,1.04518422,"","","",364.7692928,"","","","","","",""
bittrex,2017/11/29,買い,BTG,USDT,0.00000817,"","","",0.002626,"","","","","","",""
bittrex,2017/11/29,買い,BTG,USDT,0.00002703,"","","",0.00908208,"","","","","","",""
bittrex,2017/11/29,買い,XRP,USDT,5433.666377,"","","",1457.614368,"","","","","","",""
bittrex,2017/11/29,売り,USDT,ZEC,1464.929862,"","","",4.02342725,"","","","","","",""
bittrex,2017/11/29,買い,XRP,USDT,1576.467918,"","","",420.1799353,"","","","","","",""
bittrex,2017/11/29,売り,USDT,ETC,422.2857422,"","","",14.59549281,"","","","","","",""
bittrex,2017/11/29,売り,USDT,ETC,479.5876914,"","","",16.31250651,"","","","","","",""
bittrex,2017/11/29,買い,XRP,USDT,1786.812311,"","","",477.1950297,"","","","","","",""
bittrex,2017/11/29,売り,USDT,ETC,360,"","","",12,"","","","","","",""
bittrex,2017/11/30,売り,BTC,XRP,0.21367783,"","","",8796.946605,"","","","","","",""
bittrex,2017/11/30,買い,LSK,BTC,290.6705999,"","","",0.21261101,"","","","","","",""
bittrex,2017/12/01,買い,ADA,BTC,18030.86294,"","","",0.21402634,"","","","","","",""
bittrex,2017/12/01,売り,BTC,ADA,0.10024999,"","","",8271.452145,"","","","","","",""
bittrex,2017/12/01,買い,ZEC,BTC,1.02551203,"","","",0.03117553,"","","","","","",""
bittrex,2017/12/01,売り,BTC,ADA,0.0310805,"","","",2555.715461,"","","","","","",""
bittrex,2017/12/01,買い,XRP,USDT,1321.870665,"","","",319.3638337,"","","","","","",""
bittrex,2017/12/01,売り,BTC,LSK,0.21509915,"","","",290.6705999,"","","","","","",""
bittrex,2017/12/01,売り,USDT,ZEC,321.4980214,"","","",1.02551203,"","","","","","",""
bittrex,2017/12/01,買い,XRP,BTC,3796.669075,"","","",0.08885329,"","","","","","",""
bittrex,2017/12/01,売り,BTC,ADA,0.08932582,"","","",7203.695337,"","","","","","",""
bittrex,2017/12/02,売り,BTC,ADA,0.06174999,"","","",5000,"","","","","","",""
bittrex,2017/12/02,買い,ADA,BTC,9331.066713,"","","",0.11477212,"","","","","","",""
bittrex,2017/12/02,売り,BTC,XRP,0.11532069,"","","",5118.53974,"","","","","","",""
bittrex,2017/12/02,買い,ARDR,BTC,1708.225128,"","","",0.0667916,"","","","","","",""
bittrex,2017/12/02,売り,BTC,ARDR,0.06712651,"","","",1709.358695,"","","","","","",""
bittrex,2017/12/02,買い,ARDR,BTC,1275.246607,"","","",0.04585786,"","","","","","",""
bittrex,2017/12/02,買い,ARDR,BTC,434.1120879,"","","",0.01558461,"","","","","","",""
bittrex,2017/12/03,売り,BTC,ADA,0.05097665,"","","",4331.066713,"","","","","","",""
bittrex,2017/12/03,売り,BTC,ARDR,0.06844906,"","","",1708.225128,"","","","","","",""
bittrex,2017/12/03,買い,BCC,BTC,0.86553849,"","","",0.11882111,"","","","","","",""
bittrex,2017/12/04,売り,BTC,BCC,0.1171402,"","","",0.88009169,"","","","","","",""
zaif,2017/12/04,買い,BCH,JPY,0.0156,"","","",2698.800047,"","","","","","",""
zaif,2017/12/04,売り,JPY,ERC20.CMS,2699.092,"","","",24.5372,"","","","","","",""
bittrex,2017/12/05,買い,MTL,BTC,200.9700489,"","","",0.11656462,"","","","","","",""
bittrex,2017/12/05,売り,BTC,MTL,0.11141681,"","","",200.9700489,"","","","","","",""
bittrex,2017/12/05,買い,BCC,BTC,0.88617351,"","","",0.11086118,"","","","","","",""
bittrex,2017/12/05,売り,BTC,BCC,0.10831008,"","","",0.88617351,"","","","","","",""
ccex,2017/12/06,買い,XVGCT,BTC,6283.879995,"","","",0.10704004,"","","","","","",""
zaif,2017/12/08,買い,ZAIF,JPY,16.8,"","","",15.79032,"","","","","","",""
zaif,2017/12/08,売り,JPY,PEPECASH,15.63893928,"","","",0.6154,"","","","","","",""
zaif,2017/12/08,売り,JPY,PEPECASH,0.02340225,"","","",0.0009,"","","","","","",""
zaif,2017/12/08,買い,PEPECASH,JPY,0.6163,"","","",10.47716163,"","","","","","",""
coincheck,2017/12/08,買い,LSK,JPY,100.28,"","","",100000,"","","","","","",""
zaif,2017/12/11,買い,XEM,JPY,25.0244,"","","",1244.488436,"","","","","","",""
zaif,2017/12/11,買い,ETH,JPY,0.1728,"","","",9296.640173,"","","","","","",""
zaif,2017/12/11,売り,JPY,XEM,3882.81894,"","","",78,"","","","","","",""
zaif,2017/12/11,買い,XEM,JPY,24.9995,"","","",1243.250135,"","","","","","",""
zaif,2017/12/11,買い,XEM,JPY,25.0119,"","","",1243.866799,"","","","","","",""
bittrex,2017/12/11,売り,BTC,XVG,0.00417016,"","","",8019.542857,"","","","","","",""
ccex,2017/12/11,買い,ZNY,BTC,8019.642857,"","","",0.0045,"","","","","","",""
zaif,2017/12/11,買い,BTC,JPY,0.0014,"","","",3000,"","","","","","",""
zaif,2017/12/11,売り,JPY,ETH,539,"","","",0.01,"","","","","","",""
zaif,2017/12/11,売り,JPY,ETH,7772.593329,"","","",0.1441,"","","","","","",""
zaif,2017/12/11,買い,BTC,JPY,0.0048,"","","",9241.968,"","","","","","",""
zaif,2017/12/11,買い,ZAIF,JPY,50.6,"","","",60.72,"","","","","","",""
zaif,2017/12/11,買い,BTC,JPY,0.0102,"","","",19816.611,"","","","","","",""
zaif,2017/12/11,売り,JPY,ZAIF,19.4570376,"","","",16.8,"","","","","","",""
zaif,2017/12/11,買い,BTC,JPY,0.0001,"","","",192.208,"","","","","","",""
zaif,2017/12/11,買い,ZAIF,BTC,8153,"","","",0.00529945,"","","","","","",""
zaif,2017/12/11,売り,JPY,ZAIF,0.58002945,"","","",0.5,"","","","","","",""
