"マーケット","取引種別","価格","数量","取引手数料","ボーナス円","日時","コメント"
"zaif_jpy","ask","0.89","777.7","0",,"2017-09-21 20:48:25.219027",
"zaif_jpy","ask","0.89","108711.2","0",,"2017-09-21 20:48:26.970079",
"zaif_jpy","bid","0.9","129440.1","0",,"2017-09-21 21:02:44.398081",
"zaif_jpy","ask","0.926","49","0.045374",,"2017-09-25 19:07:09.734745",
"cicc_jpy","bid","9","5.037","0",,"2017-09-25 19:07:29.732860",
"zaif_jpy","ask","0.9315","26","0.024219",,"2017-09-25 19:11:57.282303",
"zaif_jpy","ask","0.9325","0.5","0.00046625",,"2017-09-25 19:12:48.048732",
"xem_jpy","bid","24.63","1","0.001",,"2017-09-25 19:13:05.045292",
"zaif_jpy","ask","0.9325","0.1","0.00009325",,"2017-09-25 19:15:07.151905",
"zaif_jpy","ask","0.9325","7","0.0065275",,"2017-09-25 19:15:07.151905",
"zaif_jpy","ask","0.9325","4.9","0.00456925",,"2017-09-25 19:15:07.151905",
"pepecash_jpy","bid","1.135","9.8763","0.00098763",,"2017-09-25 19:15:29.161542",
"pepecash_jpy","ask","1.3","9.8753","0",,"2017-09-28 21:22:16.472793",
"zaif_jpy","bid","0.92","13.9","0",,"2017-09-29 12:36:38.438334",
"zaif_jpy","ask","0.4001","434786.9","173.95823869",,"2017-10-02 10:32:04.666588",
"zaif_jpy","bid","0.75","93017.1","0",,"2017-10-02 10:42:33.889345",
"zaif_jpy","bid","0.75","20000","0",,"2017-10-02 10:42:35.794190",
"zaif_jpy","bid","0.75","10345.9","0",,"2017-10-02 10:42:38.108349",
"zaif_jpy","bid","0.75","157.8","0",,"2017-10-02 10:42:40.716825",
"zaif_jpy","bid","0.75","50000","0",,"2017-10-02 10:42:41.346106",
"zaif_jpy","bid","0.75","58160.7","0",,"2017-10-02 10:42:42.797739",
"zaif_jpy","ask","0.8","231681.5","0",,"2017-10-02 11:20:20.736920",
"zaif_jpy","bid","0.8","231710.5","0",,"2017-10-02 11:32:30.601196",
"zaif_jpy","ask","0.899","80275.4","0",,"2017-10-02 13:46:01.430166",
"zaif_jpy","ask","0.899","10000","0",,"2017-10-02 13:46:02.462821",
"zaif_jpy","ask","0.899","169.9","0",,"2017-10-02 13:46:04.681470",
"zaif_jpy","bid","0.86","47273.4","0",,"2017-10-02 13:52:40.180414",
"zaif_jpy","bid","0.85","47829.6","0",,"2017-10-02 13:52:55.492306",
"zaif_jpy","ask","0.839","145810.5","122.3350095",,"2017-10-02 14:23:53.997636",
"zaif_jpy","ask","0.839","90557.7","0",,"2017-10-02 14:23:56.285671",
"zaif_jpy","bid","0.805","246199.5","0",,"2017-10-02 14:49:05.196071",
"zaif_jpy","ask","0.822","244260.2","0",,"2017-10-02 14:59:03.046280",
"zaif_jpy","ask","0.822","1939.3","0",,"2017-10-02 14:59:22.427057",
"zaif_jpy","bid","0.8","252970","0",,"2017-10-02 15:32:01.603177",
"zaif_jpy","ask","0.84","252970","0",,"2017-10-02 15:37:55.579150",
"eth_jpy","bid","34610","2","0",,"2017-10-02 17:02:12.627516",
"eth_jpy","bid","34975","0.01","0.00001",,"2017-10-02 17:07:32.701431",
"eth_jpy","bid","34975","0.01","0.00001",,"2017-10-02 17:07:53.873588",
"zaif_jpy","bid","0.766","2905.1","0",,"2017-10-02 19:07:14.124787",
"zaif_jpy","ask","0.77","667.2","0",,"2017-10-02 20:04:42.849337",
"zaif_jpy","ask","0.77","2237.9","0",,"2017-10-02 20:04:47.753764",
"eth_jpy","ask","35005","0.0099","0.3465495",,"2017-10-02 20:07:03.669821",
"mona_jpy","bid","57.1","45","0","0.2","2017-10-02 20:07:47.952023",
"zaif_jpy","bid","0.8101","16.8","0",,"2017-10-03 06:01:39.366958",
"mona_btc","ask","0.00010957","1","0","0","2017-10-03 06:28:01.802391",
"mona_btc","ask","0.00010957","44","0","0.2","2017-10-03 06:28:14.164558",
"xem_btc","ask","0.00005282","1","0.00000005",,"2017-10-03 06:28:33.117575",
"zaif_btc","ask","0.0000016","16","0.00000003",,"2017-10-03 06:29:11.642388",
"cicc_btc","ask","0.00001101","5","0.00000006",,"2017-10-03 06:29:50.647595",
"xem_jpy","bid","23.8502","400","0",,"2017-10-12 09:17:37.030875",
"mona_jpy","bid","250","40","0","1","2017-10-12 21:55:06.911139",
"mona_jpy","ask","251","40","0","1","2017-10-12 22:03:17.032138",
"zaif_jpy","ask","0.495","0.8","0.000396",,"2017-10-12 22:04:35.187865",
"xem_jpy","bid","23.2","400","0",,"2017-10-12 22:47:58.642859",
"xem_jpy","ask","23.15","0.5","0.011575",,"2017-10-13 07:04:22.649879",
"btc_jpy","bid","599000","0.05","0","2.9","2017-10-13 08:11:18.901611",
"mona_jpy","bid","412","3","0","0.1","2017-10-13 16:44:24.061769",
"pepecash_jpy","bid","6","7.8525","0.00078525",,"2017-10-13 23:32:56.660801",
"pepecash_jpy","ask","5.9","7.8517","0.0046325",,"2017-10-13 23:39:20.347357",
"zaif_jpy","bid","0.5629","81.9","0",,"2017-10-13 23:40:04.449754",
"zaif_btc","bid","0.00000091","72","0",,"2017-10-13 23:45:34.522911",
"eth_btc","bid","0.0618","0.9611","0",,"2017-10-16 12:42:14.092901",
"eth_btc","ask","0.0581","0.5","0",,"2017-10-17 22:11:23.764392",
"eth_btc","bid","0.0563","0.1","0",,"2017-10-18 08:07:51.830220",
"eth_btc","bid","0.0563","0.1","0",,"2017-10-18 08:08:27.730751",
"eth_btc","bid","0.0563","0.1","0",,"2017-10-18 08:10:02.498370",
"eth_btc","bid","0.0563","0.1","0",,"2017-10-18 08:12:06.041088",
"eth_btc","bid","0.0563","0.116","0",,"2017-10-18 08:15:10.608297",
"zaif_jpy","bid","0.5396","5.9","0",,"2017-10-18 08:35:36.786265",
"eth_jpy","bid","33985","0.049","0.000049",,"2017-10-18 21:23:44.997720",
"eth_jpy","bid","33900","1.0078","0",,"2017-10-18 21:28:04.801775",
"eth_jpy","bid","33650","0.2","0",,"2017-10-18 22:23:07.539004",
"zaif_btc","bid","0.00000087","3","0",,"2017-10-18 22:27:52.435776",
"eth_jpy","bid","33620","0.1","0",,"2017-10-18 22:36:47.728351",
"mona_jpy","bid","280","27","0","0.7","2017-10-19 01:46:23.912089",
"mona_jpy","ask","313.1","1","0","0","2017-10-19 08:26:18.468366",
"mona_jpy","ask","313.1","1","0","0","2017-10-19 08:26:19.030517",
"mona_jpy","ask","313.1","1","0","0","2017-10-19 08:26:33.194769",
"mona_jpy","ask","313.1","27","0","0.8","2017-10-19 08:26:40.009046",
"xem_jpy","bid","25.8987","372","0.372",,"2017-10-19 19:40:17.846006",
"xem_jpy","bid","25.88","500","0.5",,"2017-10-19 19:41:51.257417",
"xem_jpy","bid","25.8888","128","0.128",,"2017-10-19 19:41:51.257417",
"zaif_jpy","ask","0.5165","162.8","0.0840862",,"2017-10-19 19:42:14.157700",
"cicc_jpy","ask","12.84","0.037","0.00047508",,"2017-10-19 19:43:27.735023",
"xem_jpy","bid","25.89","4","0.004",,"2017-10-19 19:44:15.993513",
"xem_jpy","bid","25.81","0.1","0.0001",,"2017-10-19 20:05:52.533977",
"pepecash_jpy","bid","2.5989","0.6","0.00006",,"2017-10-19 20:18:33.534140",
"pepecash_jpy","bid","2.5989","0.01","0.000001",,"2017-10-19 20:19:16.777436",
"zaif_jpy","bid","0.6","2.5","0",,"2017-10-20 23:21:17.678111",
"zaif_jpy","bid","0.525","19047.6","0",,"2017-10-21 12:54:48.084862",
"zaif_jpy","ask","0.528","5","0.00264",,"2017-10-21 13:01:29.441282",
"zaif_jpy","ask","0.528","7.7","0",,"2017-10-21 13:01:31.159210",
"zaif_jpy","ask","0.528","2.2","0",,"2017-10-21 13:01:31.258626",
"zaif_jpy","ask","0.528","605","0",,"2017-10-21 13:01:32.373236",
"zaif_jpy","ask","0.528","13.2","0",,"2017-10-21 13:01:34.707798",
"zaif_jpy","ask","0.528","13.6","0",,"2017-10-21 13:01:37.036394",
"zaif_jpy","ask","0.528","11.4","0",,"2017-10-21 13:01:39.011636",
"zaif_jpy","ask","0.528","13","0",,"2017-10-21 13:01:40.144685",
"zaif_jpy","ask","0.528","7.6","0",,"2017-10-21 13:01:43.489685",
"zaif_jpy","ask","0.528","8.2","0",,"2017-10-21 13:01:44.175609",
"zaif_jpy","ask","0.528","6","0",,"2017-10-21 13:01:47.740114",
"zaif_jpy","ask","0.528","5.3","0",,"2017-10-21 13:01:48.269838",
"zaif_jpy","ask","0.526","18351.9","9.6530994",,"2017-10-21 13:03:56.356960",
"pepecash_jpy","ask","2.8001","0.6099","0.00017078",,"2017-10-21 13:19:52.969708",
"zaif_jpy","bid","0.522","19183.5","0",,"2017-10-21 20:26:18.419682",
"zaif_jpy","ask","0.507","19183.5","9.7260345",,"2017-10-24 04:42:28.580264",
"xem_jpy","ask","23.5","500","0",,"2017-10-24 11:05:14.592509",
"eth_jpy","bid","33600","0.1","0",,"2017-10-25 10:13:33.864350",
"eth_jpy","bid","33300","0.1","0",,"2017-10-25 10:30:58.024540",
"eth_jpy","bid","33000","0.1","0",,"2017-10-25 11:35:00.499210",
"eth_jpy","bid","33395","0.1","0.0001",,"2017-10-25 22:26:12.472637",
"eth_jpy","bid","33395","0.02","0.00002",,"2017-10-25 22:34:29.687135",
"bch_jpy","bid","37300","0.2","0",,"2017-10-25 22:51:38.710024",
"bch_jpy","ask","57500","0.2","0",,"2017-10-29 17:14:54.235600",
"bch_jpy","bid","57500","0.1063","0",,"2017-10-29 17:40:11.593380",
"bch_jpy","bid","57500","0.0937","0",,"2017-10-29 17:40:24.425212",
"xem_jpy","bid","19.5","500","0",,"2017-11-02 10:41:03.905644",
"eth_jpy","bid","32700","0.2","0",,"2017-11-02 11:55:48.669114",
"eth_jpy","bid","32275","0.0111","0",,"2017-11-02 17:43:14.508314",
"xem_btc","ask","0.00002325","860","0.00002",,"2017-11-03 16:01:24.751437",
"bch_btc","bid","0.091","0.0731","0.0002193",,"2017-11-03 16:03:18.894009",
"bch_btc","bid","0.091","0.1464","0.0004392",,"2017-11-03 16:03:18.894009",
"xem_jpy","ask","19.5","24.1","0.46995",,"2017-11-03 16:04:36.149630",
"xem_jpy","ask","19.5","918.9","17.91855",,"2017-11-03 16:04:36.149630",
"bch_jpy","bid","75295","0.2245","0.0006735",,"2017-11-03 16:05:29.420779",
"bch_jpy","bid","75295","0.0641","0",,"2017-11-03 16:05:30.868542",
"xem_jpy","ask","19.501","0.1","0.0019501",,"2017-11-03 16:27:34.579067",
"zaif_btc","bid","0.0000006","2","0",,"2017-11-11 09:14:16.858186",
"zaif_jpy","ask","0.43","2","0.00086",,"2017-11-11 09:14:41.826751",
"bch_jpy","ask","140010","0.4672","196.238016",,"2017-11-19 15:02:05.733658",
"bch_jpy","ask","140010","0.05","21.0015",,"2017-11-19 15:02:05.733658",
"bch_jpy","ask","140010","0.3","126.009",,"2017-11-19 15:02:05.733658",
"bch_jpy","ask","140005","0.5339","224.2460085",,"2017-11-19 15:02:05.733658",
"eth_jpy","bid","39200","0.1315","0.0001315",,"2017-11-19 15:03:04.088230",
"eth_jpy","bid","39200","0.0001","0.0000001",,"2017-11-19 15:03:04.088230",
"eth_jpy","bid","39300","1","0.001",,"2017-11-19 15:03:43.037491",
"eth_jpy","bid","39300","2.4371","0.0024371",,"2017-11-19 15:03:43.037491",
"eth_jpy","bid","39300","1.2306","0.0012306",,"2017-11-19 15:03:43.037491",
"bch_jpy","ask","132100","1.4407","570.94941",,"2017-11-21 14:02:18.647166",
"bch_jpy","bid","133005","1.4266","0",,"2017-11-21 14:18:49.072902",
"bch_jpy","ask","140000","0.42","0",,"2017-11-22 23:34:12.242725",
"bch_jpy","bid","140000","0.0485","0",,"2017-11-22 23:35:57.571364",
"bch_jpy","bid","140000","0.3715","0",,"2017-11-22 23:36:09.261207",
"bch_jpy","ask","173700","0.3","156.33",,"2017-11-23 20:28:32.447983",
"bch_jpy","ask","173655","0.1","52.0965",,"2017-11-23 20:28:32.447983",
"btc_jpy","bid","902450","0.0537","0","4.8","2017-11-23 20:28:53.885151",
"btc_jpy","bid","902480","0.023","0","2","2017-11-23 20:28:53.885151",
"zaif_jpy","bid","0.447","120","0",,"2017-11-24 10:08:42.216850",
"bch_jpy","ask","186800","0.0105","5.8842",,"2017-11-24 18:50:11.789547",
"bch_jpy","ask","186750","0.0038","2.12895",,"2017-11-24 18:50:11.789547",
"bch_jpy","ask","186735","0.1189","66.6083745",,"2017-11-24 18:50:11.789547",
"bch_jpy","ask","186705","0.1668","93.427182",,"2017-11-24 18:50:11.789547",
"eth_jpy","bid","45775","1.2201","0.0012201",,"2017-11-24 18:50:33.785926",
"eth_jpy","ask","46500","1.2188","56.6742",,"2017-11-24 19:30:13.884822",
"bch_jpy","bid","183990","0.0798","0.0002394",,"2017-11-24 19:30:37.601008",
"bch_jpy","bid","183990","0.2279","0.0006837",,"2017-11-24 19:30:37.601008",
"zaif_jpy","ask","0.499","120","0.05988",,"2017-11-24 19:37:17.906196",
"bch_jpy","bid","183600","0.0003","0.0000009",,"2017-11-24 19:37:53.037574",
"erc20.cms_jpy","ask","110","24.5372","0",,"2017-12-04 19:16:09.751660",
"bch_jpy","bid","173000","0.0156","0.0000468",,"2017-12-04 19:20:58.633232",
"pepecash_jpy","bid","17","0.6163","0.00006163",,"2017-12-08 06:33:54.364678",
"pepecash_jpy","ask","25.9999","0.0009","0.00000234",,"2017-12-08 15:47:50.357569",
"pepecash_jpy","ask","25.4101","0.6154","0.00156374",,"2017-12-08 15:47:50.357569",
"zaif_jpy","bid","0.9399","16.8","0",,"2017-12-08 15:49:44.308563",
"btc_jpy","bid","1942805","0.0102","0","1.9","2017-12-11 20:01:59.553126",
"zaif_jpy","ask","1.157","16.8","0.0194376",,"2017-12-11 20:10:46.511766",
"btc_jpy","bid","1922080","0.0001","0","0","2017-12-11 20:11:08.513626",
"zaif_btc","bid","0.00000065","8153","0",,"2017-12-11 20:58:53.586436",
"zaif_jpy","ask","1.1589","0.5","0.00057945",,"2017-12-11 21:07:33.458385",
"zaif_jpy","ask","1.1575","1.1","0.00127325",,"2017-12-11 21:07:33.458385",
"zaif_jpy","ask","1.1561","8151.4","9.42383354",,"2017-12-11 21:07:33.458385",
"pepecash_jpy","bid","13.8598","301.7833","0.03017833",,"2017-12-11 21:08:03.870809",
"pepecash_jpy","bid","13.8599","378.3737","0.03783737",,"2017-12-11 21:08:03.870809",
"pepecash_jpy","ask","13.7006","10","0.0137006",,"2017-12-11 21:09:53.224965",
"pepecash_jpy","ask","13.7004","670.0889","0.9180486",,"2017-12-11 21:09:53.224965",
"xem_jpy","bid","49.73","3.1834","0.0031834",,"2017-12-11 21:10:53.182990",
"xem_jpy","bid","49.73","25.0244","0.0250244",,"2017-12-11 21:10:53.182990",
"xem_jpy","bid","49.73","25.0119","0.0250119",,"2017-12-11 21:10:53.182990",
"xem_jpy","bid","49.73","24.9995","0.0249995",,"2017-12-11 21:10:53.182990",
"xem_jpy","ask","49.73","78","3.87894",,"2017-12-11 21:14:17.350100",
"eth_jpy","bid","53800","0.1728","0.0001728",,"2017-12-11 21:14:30.353551",
"eth_jpy","ask","53900","0.0186","1.00254",,"2017-12-11 21:39:45.521945",
"eth_jpy","ask","53900","0.01","0",,"2017-12-11 21:40:23.177678",
"eth_jpy","ask","53885","0.1441","7.7648285",,"2017-12-11 21:41:03.666934",
"btc_jpy","bid","1925410","0.0048","0","4.6","2017-12-11 21:41:28.697567",
"zaif_jpy","bid","1.2","50.6","0",,"2017-12-11 22:12:08.254720",
"zaif_jpy","bid","1.3499","4.8","0",,"2017-12-12 11:58:18.525938",
"btc_jpy","ask","1939075","0.0042","0","0.8","2017-12-12 18:00:50.786885",
"btc_jpy","ask","1939035","0.0051","0","0.9","2017-12-12 18:00:50.786885",
"mosaic.cms_jpy","bid","168.3","107.1497","0.1071497",,"2017-12-12 18:01:08.498454",
"zaif_jpy","ask","1.392","55.4","0.0771168",,"2017-12-12 18:07:51.792089",
"xem_jpy","bid","56.7031","1","0.001",,"2017-12-12 18:08:37.023635",
"mosaic.cms_jpy","ask","182","107.0425","0",,"2017-12-12 18:40:12.649438",
"btc_jpy","bid","1943830","0.01","0","9.7","2017-12-12 18:40:57.489036",
"xem_jpy","bid","56.45","1","0.001",,"2017-12-12 18:46:25.345800",
"xem_jpy","ask","57.3","2","0.1146",,"2017-12-12 19:19:50.782209",
"xem_jpy","ask","57.5","0.1","0.00575",,"2017-12-12 19:20:21.253717",
"btc_jpy","ask","1921695","0.01","0","9.6","2017-12-12 19:25:28.153235",
"mosaic.cms_jpy","bid","192","79.457","0.079457",,"2017-12-12 19:26:41.342390",
"mosaic.cms_jpy","bid","192","21.2956","0",,"2017-12-12 19:26:46.576915",
"mosaic.cms_jpy","ask","225","50","0",,"2017-12-12 23:08:06.957814",
"mosaic.cms_jpy","ask","225","50.6731","0",,"2017-12-12 23:08:35.922360",
"zaif_jpy","bid","1.25","16850.5","0",,"2017-12-12 23:27:18.131673",
"zaif_jpy","bid","1.25","1270.6","0",,"2017-12-12 23:27:18.131673",
"zaif_jpy","ask","1.2541","0.2","0.00025082",,"2017-12-13 08:42:03.976117",
"zaif_jpy","ask","1.2541","7799.8","9.78172918",,"2017-12-13 08:42:03.976117",
"zaif_jpy","bid","1.2543","141.9","0",,"2017-12-13 08:42:39.982455",
"btc_jpy","bid","1962010","0.0048","0","4.7","2017-12-13 08:43:34.758922",
"zaif_jpy","bid","1.2549","140.7","0",,"2017-12-13 08:46:33.645599",
"zaif_jpy","ask","1.2797","1998.9","2.55799233",,"2017-12-13 09:58:21.221691",
"zaif_jpy","ask","1.2797","2000","0",,"2017-12-13 09:58:21.806156",
"zaif_jpy","ask","1.2797","10","0",,"2017-12-13 09:58:36.973491",
"zaif_jpy","ask","1.2797","600","0",,"2017-12-13 09:58:37.055558",
"zaif_jpy","ask","1.2797","5","0",,"2017-12-13 09:58:40.282038",
"zaif_jpy","ask","1.2797","5989.8","0",,"2017-12-13 09:58:47.905635",
"mosaic.cms_jpy","bid","310","18.7159","0.0187159",,"2017-12-13 09:58:48.899812",
"mosaic.cms_jpy","bid","300.01","25.8829","0.0258829",,"2017-12-13 10:01:58.193613",
"mosaic.cms_jpy","ask","308","44.5542","13.7226936",,"2017-12-13 10:44:14.776950",
"btc_jpy","bid","1911020","0.0071","0","6.7","2017-12-13 11:35:55.661138",
"zaif_jpy","bid","1.3199","122.2","0",,"2017-12-13 11:55:38.898846",
"btc_jpy","ask","1903700","0.007","0","6.6","2017-12-14 10:35:44.965446",
"btc_jpy","ask","1903700","0.0001","0","0","2017-12-14 10:35:45.974812",
"xem_jpy","bid","61.5","16.3","0.0163",,"2017-12-14 10:36:01.700840",
"xem_jpy","bid","61.5","202.7","0",,"2017-12-14 10:36:09.058420",
"xem_jpy","ask","61.97","11.1","0.687867",,"2017-12-14 12:10:39.449931",
"xem_jpy","ask","61.91","11.1","0.687201",,"2017-12-14 12:10:39.449931",
"xem_jpy","ask","61.91","196.8","0",,"2017-12-14 12:11:08.743994",
"btc_jpy","bid","1897340","0.0071","0","1.3","2017-12-14 12:11:57.129407",
"btc_jpy","ask","1897190","0.0071","0","1.3","2017-12-14 12:12:43.153026",
"pepecash_jpy","bid","11.1795","566.3986","0.05663986",,"2017-12-14 12:13:01.293020",
"pepecash_jpy","bid","11.1795","651.5575","0",,"2017-12-14 12:14:34.208139",
"pepecash_jpy","ask","11.55","349.9975","0.40424711",,"2017-12-14 13:17:36.656371",
"pepecash_jpy","ask","11.55","151.6898","0.17520172",,"2017-12-14 13:17:36.656371",
"pepecash_jpy","ask","11.55","0.0008","0",,"2017-12-14 13:17:38.887700",
"pepecash_jpy","ask","11.5","716.2114","0",,"2017-12-14 13:19:53.223458",
"erc20.cms_jpy","bid","412","34.0542","0.0340542",,"2017-12-14 13:59:10.606847",
"zaif_jpy","ask","1.344","122.2","0.1642368",,"2017-12-14 14:04:36.300241",
"erc20.cms_jpy","ask","370","10","3.7",,"2017-12-17 17:25:37.288716",
"erc20.cms_jpy","ask","369.04","24.0201","8.8643777",,"2017-12-17 17:25:37.288716",
"zaif_jpy","bid","3.41","3731.3","0",,"2017-12-17 17:25:51.834618",
"zaif_jpy","ask","2.438","3731.3","9.0969094",,"2017-12-20 08:29:26.021620",
"xcp_jpy","bid","4098","2.2","0",,"2017-12-20 08:29:37.665567",
"xcp_jpy","ask","4098","1","0",,"2017-12-20 17:00:16.091961",
"xcp_jpy","ask","4098","1.2","0",,"2017-12-20 17:01:45.685425",
"xem_jpy","bid","105","86","0",,"2017-12-20 17:15:49.799849",
"xem_jpy","ask","116","86","0",,"2017-12-20 21:41:47.518991",
"mona_jpy","bid","1871","2","0.002",,"2017-12-20 21:44:04.189593",
"mona_jpy","bid","1871.1","1","0.001",,"2017-12-20 21:44:04.189593",
"mona_jpy","bid","1872","1","0.001",,"2017-12-20 21:44:04.189593",
"mona_jpy","bid","1874","1","0.001",,"2017-12-20 21:44:04.189593",
"xem_jpy","bid","112","6","0",,"2017-12-20 21:55:30.476617",
